id	text	polarity
1008	kesinlikle superonline	positive
1009	"Turkcell in her sorunda sucu BlackBerry ye atmasi, Amerikanin; ""ikiz kuleleri El Kaide vurdu"" yalanindan dah sacma cok sacma"	negative
1010	benim turkcell bugün fena dağıttı,deneme tweetidir	negative
1011	Neden durduk yere kontorlerimi yiyosun ki Turkcell?	negative
1012	butun cuma gunleri boyle olsa.. :)) Turkcell #pazarlamakonferansi - Charlene Li	positive
1013	FAZLA ÖDEDİĞİM FATURAM HALA TURKCELL TARAFINDAN GERİ ODENMEDİ MŞT.HİZ ALDIĞIM CEVAP EFENDİM BİZBU KONUDA YARDIMCI OLAMİYORUZ	negative
1014	yalancı superonline 14 aydır sınırsız olan internt hızını düşürmeye başladılar kotasız olan bağlantımın kotasını aşmışım	negative
1015	Ne o Turkcell faturan geldi galiba...Hayat paraları Turkcell'le paylaşınca daha bir güzel.Ama kimin için?Biz mi Turkcell'mi?	negative
1016	hayat paylaşınca güzel, rica ederim her zaman :)	positive
1017	Müşteri hizmetlerinin ücretli olması çok saçma yani o kadar reklama paran var buna mı yok turkcell	negative
1018	00:00 da turkselden mesaj geldi *llah belani versin turksel -,-	negative
1019	İSO İnovasyon Büyük Ödülü'nü Turkcell Teknoloji Araştırma Geliştirme, İSO İnovasyon Jüri Özel Ödülü'nü Royal Halı kazandı.	positive
1020	merk edyrm acaba bu fiyatlari aciklarken rakip firma ile kiyas yapiyormsnzz .. Yada neden bukadr yuksek diyormsnzz	negative
1021	2007 den beri Türkcell'liyim ortalama her ay 120 liralık kontör harcamam vardı. Son faturam 167 TL fakat bir cellocan takkem bile yok :(	negative
1022	&gt;&gt;faturala, müsteri uyanık cıkıp hakkında ısrar ederse uzatmadan faturadan düş. Ben uzatmadaım, cunku Türkiye'de artık &gt;&gt;	negative
1023	bugünkü ruh halimle  in mükemmel çekim kalitesine küfüler yağdırdım.	negative
1024	neden turkcelliler twitteri cepten kullanamıyorlaaarr :(	negative
1025	ôyle değil iste, kısmen belki:)) anlatırım geldigimde ayrıntıları. Turkcell hattim hala iptal:(	negative
1026	Sanırım iphone 4si en ucuz turkcell ve darty satıyor 2bin liranın altında satan iki yer	positive
1027	bu sabah emailla gelen Turkcell faturası sonucunda anladım ki Hayat Geçirince Güzel aaaaaooooo Roaming Yapana Pis Kayınca güzel lalalalalala	negative
1028	turkcell seni sesinden tanir :D aklima geldi de kendi kendime guldumm :D	negative
1029	ama turkcell den başka kaliteliside yok yani...	positive
1030	o kadr çok konuşnca turkcell kesiyo :D tabiki uyuyamazdık zaten uyumuştuk kamera karşısında çokta uykumuz yoktu	negative
1031	"toplu tasima aracinda ""turkcell bemi sesimden tanır"" cilginliginida yapti ya #pes"	positive
1032	saygı değer sevgilim  beni hep sen arıyorsun msj atıyorsun. senden başka soranım yok fakat isteklerin çok oldu ama...	negative
1033	hadı hep bırlıkte ıphone 4 e gecelım   bıze sponsor olsun :)	positive
1034	Onların bulamadığı çözümü biz bulduk ailece 4 hat Vodafone'a geçtik. Sorun kökten çözüldü :)	negative
1035	iphone 4s satısa cıktı ve inanılmaz ama gercek en ucuza satan Turkcell!acaba bize nası yol su elektrik olarak doncek bu durum	negative
1036	"2012""nin bahcelievlerinde Turkcell çekmiyor dagda bayırda reklam yapmakla olmuyo bu is ilk fırsatta hattımı değiştireceğim..."	negative
1037	"2 gundur ""teknik ariza"" sebebiyle evde internet yok.Tebrikler #TTNET Biraz bekle superonline buraya fiber ag ceksin gorusucez senle.Saygilar"	positive
1038	3G de herzaman heryerde hep problem var sevgili	negative
1039	kısa mesaj yoluyla taciz etmek bir suçtur. İstemiyorum, artık bir buna bir son ver.	negative
1040	Edge hizinda internetin Allah belasini versin. Turkcell duy sesimi	negative
1041	allahtan gencim ve turkcell'liyim :) eglenmenize sevindim	positive
1042	hayat paylaşınca güzel lalalalallalallalalllllaaaa :)	positive
1043	+Turksel beni sesimden tanır.-anlamadık lutfen yenıden deneyın +turksel benı sesımd.. benim ben döl ziyanı tanımadın mıaa (turk kızı merve)	negative
1044	sabah sabah #turkcell müşteri hizmetlerinin telesekreteriyle kavga ettim ne salak bi kadın o yaa	negative
1045	Bugun turkcell bana kiyak geciyor :)	positive
1046	#superonline çalışanıyla birde davalık oldum,tamamen usülsüz bilgilendirmeyi ses kaydıyla ispatladıgım için birde dava açtılar bana :)	negative
1047	Bu arada Turkcell, caglayan adliyesinde -7'de full cekiyor, ben baska reklam bilmem. (   )	positive
1048	Bi merhamet et gunde 167msj kıme yeter hadı bızı düşünmüosan alttan gelen neslimizi ergenlerımızı dusun ergenler msjsz kalmasın:)	negative
1049	seviyorsan gel konus,surekli mesaj atıp durma. abaza mısın nesin	negative
1050	sanirim turkcell beni kazikladi	negative
1051	feriha turkcell hat alsa sorun çözülür ya da emir avea ya geçmeli	positive
1052	1-2 sene içinde whatsapp desteklemeyen telefon kalmıcak kimse sms yapmıcak görücen ebeni turkcell	negative
1053	Busefer kazanan ben oldum bak Turkcell.Aksam 9 sabah 6,120tl bedava vermissin.Hicte uyku saatim degil.Carcur ettik daha da edicez bil yani	positive
1054	paket aşım ücreti tarifene tüküreyim #turkcell	negative
1055	dakikalar için teşekkürler, bu arada gün içinde sms atmayı unutma kendimi yalnız hissediyorum.	positive
1056	arkadaş tcell de bir kere bile yaşamadığım bu eziyeti vodafone yaşattı bana.. en kısa zamanda tekrar dönücem	positive
1057	donuma kadar aldın	negative
1058	sen 'ondan' mesaj beklersin onun yerine Turkcell  mesaj atar ya,işte öyle berbat bir şey daha yok .	negative
1059	ŞENER ŞEN CEZA OLGUN ŞİMŞEK Binnur Kaya    sana söylüyorum bu firmanın reklamına çıkmayın YAŞASIN	positive
1060	lanet olsun turkcel...	negative
1061	turkcell beni sesimden tanir.	positive
1062	turkcell sun exspres arasindaki anlasmaya bi goz at hemen fiyatlar yari yariya ;)	positive
1063	abi gnctrkcll 2 bilet 8tl mi yaptın ? pazartesi sinemaya gittiğine göre :D	positive
1064	"""Ayda saaaadece 20 liraya her yöne 200 dakika artııı 100 SMS veeeee tam tamına 100 mb internet""diye reklam yapan türkcell ne kafası yaşıyor?"	negative
1065	sorun tcell :))	negative
1066	İnanır mısınız şu anda internet paketim yok hatta tl'mden de gitmiyor. Hep turkcell bizi kazıklayacak canım :D	negative
1067	Bu turkcell mal amk mal	negative
1068	avea ya bak sen turkcell ı ne hale sokmus bunlar yuklu tazmınat odemek ıstıyor bellı oldu artık :):) :)	negative
1069	HAN DERLERYA HAYAT PAYLAŞINCA GÜZEL BEN HAYAT SEVİNCE GÜZEL..	positive
1070	her ay ben size 1000 tl yakin para oduyorum hizmet istiyorum	negative
1071	faturalı hattı mı kontrlye çevrdm. son extre dn 2 ay sonra fatura gldi onuda ödediğim halde yine fatura geldi Kapitalizm=Turkcelll	negative
1072	türkcell hizmetlerini arıyorum,mesaj bırakıyorum her nedense bir türlü geri dönmüyorlar.....turkcell....duyurulur..	negative
1073	2 tl için mesaj hakkımı yenilemeyen Turkcell, bunu sana hiç yakıştıramadım her ay paşa paşa 12 tl bayılıyorum sana ne olur ki kıyak geçsen.	negative
1074	Evet lan :D  ama abi türksel cok kazık	negative
1075	#2012istekleri  Turkcell den kurtulmak bir an önce, şart oldu -alışkanlıklar bir kenara artık -	negative
1076	Merhaba Wolfteam Oyuncuları,  İlk Turkcell Mobil Ödeme Etkinliğine katılamadım diye üzülmeyin. Turkcell Mobil...	positive
1077	bitanesinnnnnnnnnnnnnn:D #turkcell	positive
1078	Merhaba, Turkcell İletişim Merkezlerimizde cihaz satışlarımız bulunmaktadır. Teşekkür ederiz.	positive
1079	Ohhh bu ayki tel fatura paramı tamirci senden önce kaptı Turkcell	negative
1080	Turkcell'deyim şimdi. Karşılaşırız bi'yerlerde ;)	positive
1081	cevap versene lan?	negative
1082	hat türkcell mi çok dolandırmışlar beni vınn kullandım epey para ödedim pek faydalanamadım keşke bunu daha evvel akl edeydim;)	negative
1083	Nasıl bir bayilik sisteminiz var ki annemin kimlik bilgilerine, imzasına kadar her şeyi kopya etmişler	negative
1084	hattin ne? Turkcell I tavsiye ederim degilsen eger ben tr e tasittim direk memnunum :)	positive
1085	#turkcell bi kendine gelsen artik! Normalde 3g ceken yerlerde neden edge?	negative
1086	Bende tam 00.00 kim beni dusunuyor demistim ki, turkcell mesaj atti. Canim.	negative
1087	Modemin 2 metre uzaklikta olmasina ragmen baglanti sorunu yasanilan ve insani sinir eden tek internet superonline fiber olmali.	negative
1088	bu gece sevgilim hiç susmadı yani türksel	negative
1089	bakirkoyde superonline vardi da biz mi basvurmadik! Hadi bakalim ben kactim sagol sen yine de openzi	negative
1090	hayat kesinlikle paylaşınca güzel :)	positive
1091	Saygıdeğer sayın sevgili TURKCELL ailesine en guzel dıleklerımı yolladıktan sonra isteğimin onaylanması beni sevindirmedi değil yani :D	positive
1092	Beni kazık yemekten bitap hale dusuren turkcell amca,bana bu ay heryone 100 dk ve 300 sms verdi.sagolsun varolsun.	negative
1093	niye boyle yapiyorsun?!	negative
1094	Bir tim calisani  bana kahve ismarliyor :)) tesekkurler  =) ( Kahve Dünyası)	positive
1095	Mesajim gitsin diye arkadan bi bos mesaj daha gonderiyorum tesekkurler #turkcell daha fazla ne isteybilirim kii???	negative
1096	EN İNANDIRICI MARKA YİNE TURKCELL HER ZAMAN TURKCELL	positive
1097	Kimsenin mesaj atmadığı zaman Turkcell abi sanki inadına yaparmışcasına mesajları ardı ardına dayıyor bize.	negative
1098	Oyle huzurluyum ki, Turkcell bile ariza cikarmadi bu kez, o derece! :))	positive
1099	istanbulda  nın çekim problemi yok,  1 GB 3G internet 14 Lira, türkcell ve vodafonun yarı fiyatı bile değil	negative
1100	sıkıldım artık sizin saçma sapan uygulamanızdan bidaha kampanyalı telefon almakmı Töbeler töbesi olSun 2.hattımıda Turkcel çekecem	negative
1101	sendemi birütüsss yha :( türksel görünümlü şahin gitti kontürler :/	negative
1102	heee o mesele evet ttneti kapattırdık yerine superonline bağlattırdık hamdolsun ayrılık bi hafta sürdü ama :D geri döndüm gene :D	positive
1103	Limitsiz internet diye satılan tarifenin 100gb kotalı olması çok saçma teşekkürler superonline	negative
1104	Ben eski  seviyorum da ulaşmak için önce kurumsal  ve  aşmak gerekiyor. :((	negative
1105	"""Hayat Paylaşınca Güzel"" günaydınlarrrrrrrrrrrr :)))"	positive
1106	hayat paylaşınca güzel :))	positive
1107	CocaCola ve Turkcell'in reklamcilarini alinlarindan opmek istiyorum	positive
1108	yeni yıl kutlama msg'ını aldım. Teşekkürler.. Hayat paylaşınca güzel lala la la laaa	positive
1109	Ayda 17 TL verdigim paketten google'a dahi giremiyorum. Tum yetkililerinize selam olsun	negative
1110	Turkcell Dört çeker, benim ebrum çok şeker :) ben bu fotoya biterimm	positive
1111	Saat daha 10 benım smsım bıttıı alacagın olsun turkcell.................	negative
1112	hani turkcell 4 cekerdi, bi konusmam tam 4 kez kesildi, umarim reklamlarda bunu da islerler	negative
1113	La ibne  bu internete girenler acep turkiyeden değil mi ? Fiber kablolar götüne girsin	negative
1114	bnce süperonline yada smileadsl yap	positive
1115	çekmeyenin reklamını Turkcell'i çekemeyenler yapsın :)	positive
1116	evimde #turkcell hiç bir şekilde çekmiyor.. incelenmesi için ne yapmam gerekiyor acaba? teşekkürler.	negative
1117	#2012tahminleri Turkcell'deki sesli komut anlama sistemi hayatın her alanına yayılacak.	positive
1118	Oğlum Turkcell günlük 156 SMS kime yeter lan el insaf. Bırakta istediğimiz gibi kullanalım şunu. #turkcell	negative
1119	Sen vodafone gibi ani yasarken ben turkcell gibi her yerde seni cekemem.	positive
1120	günlükleri Vol. (bilmem kaç) Sevgili Turkcell bu sana son mektubum.	negative
1121	Özturkcell reklamı fena komedi	positive
1122	#vodafone sosyal medyada bile sesi çıkmıyor trcell ya da avea olsaydı çoktan dönmüştü	positive
1123	#Turkcell farketmeden yaptığın bedava konuşmalarını seviyorum devam et;)	positive
1124	Hayat paylaşınca güzel La laa laa laa laa laa laaa :)	positive
1125	Sefil Türkcell , birgün herkes yaptıklarının hesabını verecek. Mezara fatura gönderen TCELL	negative
1126	Operatörler internet paketlerini ücretlendirme konusunda çok acımasız.	negative
1127	biliyorduk, yeni sitede tarife araştırması yapamıyorum, bana faturalı hatlarla ilgili link ve en ucuz sabit ücret+	negative
1128	#turkcellesavasimvar ondan kurtulalı yıllar oluyor, yaşasın özgürlük tavsiye edilir ;) ayrıca kalite palavralarını da bıraksınlar	negative
1129	işin gücün dalavere yeminlee	negative
1130	156 gundur Tl yuklemiyomusum ahahahaha artik turkcell sevgili musterimiz demiyo bana surekli anamin telefonundan Tl aktardigim icin.	negative
1131	O zaman evet, o bağlantı ya da DNS ile bir alakası olabilir. Superonline arada gidip geliyor.	negative
1132	Ben turkcell den vodafone'na geçmeyi planlıyorum, avea çok kalitesiz...	negative
1133	en kısa süRe içiNde supeRonLine iLe oLan iLişkimi biTiriyoruM,iLanen duyRuLur..	negative
1134	O degil de internet paketim bitti ayıp sana tcell	negative
1135	Burda da Turkcell olaydi iyiydi.	positive
1136	başka ne olacaktı sanki :) ben turkcell'in yerinde olsam seni dakikası 5-10 liraya konuştururum bu saatten sonra :)	positive
1137	kesinlikle superonline tartismasizzzzzzzzzz	positive
1138	turkcell cvp atmis. Knka sitemzden bakabilirsiniz diye :p. Ve hala kitaptayim	positive
1139	inceledimmm ve kiyasladimm gercktnn cokk yuksekk rakiplerine gore bi fiyatlarla almak akilkari degl sanrm	negative
1140	canım #turkcell msj göndermiş, hediye kazandın msj'larına itibar etme diye. beni seviyo. (gelip konuşmasını beklesem mi ben mi teklif etsem)	negative
1141	Aynen lan yeter iliğimizi sömürdükleri!Hele turkcell ne kadar oç canım cicim demesini biliyor ama '91 lirayı öde Esma' da diyo!	negative
1142	Bu aciklamalarla insanlarin Turkcell`den kactigini mi gormezden geliyorsunuz?	negative
1143	Paramızla rezil oluyoruz: Saçma sebeple hat kapatan Turkcell, neyin kafasını yaşıyorsun!?	negative
1144	oyle cevap yazdim tcell'e.size ihtiyacim yok diye.	negative
1145	bırak ya bis nedir ,ara git Tcell'e de faturayı kesip göndersin hallederiz :D	negative
1146	match and talk un bulduğunu sandığı şeyi turkcell yıllardır yapıyo zaten	positive
1147	#osesturkiye Hol. The voice'daki Vodafone red roomdan sonra #Turkcell 'in sarı odası pek bir şahsiyetsiz kalmış.#Acun	negative
1148	turkcellmuzik hoş olmuş, güzel olmuş, çok da güzel ve çok hoş olmuş	positive
1149	muteahitlerinin akşamdan hiç bir uyarı yapmadan sokağı kazıp bizi arabayla mahsur bırakması büyük bir Internet hizmeti oldu	negative
1150	Butun kufurler turkcell'e OF	negative
1151	36 saat geçti hala bekliyorum aranmayı illa 48 saat olması gereklimi çözüm merkezinin bana dönüş yapması için çok merak ettim !?!?	negative
1152	Turkcell kalitesi.	positive
1153	kalan sms:1980  bitiş tarihi:8ocak -OÇSUN TURKCELL	negative
1154	turkcell'in tersi pistir.	negative
1155	kesin olan birşey var, turkcell ve ekibinin bulaştığı tüm işlerden nefret ediyorum! FİZY'nin içine etmişler maşallah...	negative
1156	Sabah sabah faturasini gorunce sasiran birtek ben degilim degil mi? Turkcell nerenden sisiriyosun su faturayi lan allahsiz :/	negative
1157	Eger bana ulasamayan varsa bunun nedeni  dir; is bilmezlikleridir	negative
1158	Saat 24:00 te vodafone lu oluruz. Ins Turkcell de yaşadığımız sıkıntıları yasamayız.	negative
1159	bi sabahta öperek uyandır be turkcell ...!	negative
1160	hayat paylaşınca güzel:)	positive
1161	Paylaşınca ne çoğalıyoo amip miyiz biz neyiz senin gözünde Turkcell	negative
1162	turkcell internet sitesinde detayli aciklama var ordan bakabilirsin	positive
1163	kimse turkcell degil bari avea geceyim.	negative
1164	geride kalan müzik aktivitelerinde çalıştım bugünde evden internetten izlicem.çok merak ediyorum bu güzel proje nasıl görünüyo :)	positive
1165	Bu sabah turkcel msj atmadı battı herhalde dıe dusundum ama yğunukdan gecikti herhald merak ediyoruz turkcell bu kadar bekletme sabahları.	negative
1166	turkcell in cekim gucu diyelim :D	positive
1167	Bir kere abonesi olduğum tarife kadar fatura ödiyeyim kurban keseceğim	negative
1168	#turkcell paylasinca guzel degil,carpinca guzel.	negative
1169	Bu  in benle alıp veremedigi nedir ? İs yerimde çekmez evimde çekmez. Bide bangir bangir reklam yapar HD ses kalitesi diye, palavra	negative
1170	"Kubat'tan dinlediğim en saçma şarkı Turkcell'in ""Hayat Paylaşınca Güzel"" şarkısıdır. O ne lan.."	negative
1171	Ben yenilemedim turkcell kafasına göre yapıyo	negative
1172	Turkcell hayatı paylaşmaktan yorgun düşmüştür, siz başınızın çaresine bakın:)	negative
1173	O degil de turkcell reklamlarinda milleti kandiriyor. iCloud sanki sadece iphone 4s te varmis gibi gostermisler.	negative
1174	aynı zamanda özel de.. hayat paylaşınca güzel lalalala la lala :p	positive
1175	Burdan Türkcell e acayip sallayası olanlar kulübü:)	negative
1176	kamil koç-türkcell 1 bilet alana 1 bilet bedava kampanyası kocaman bir kandırmacadır...AYIP !!!	negative
1177	Cep telefonuma bankalar,mağazalar ve Turkcell dışında mesaj göndereni görmeyeceğim sanırım :D	negative
1178	Bugün Turkcell tarafından çekilişe katıldığım için tebrik aldım. O zaman anladım ki benim için küçük insanlık, için büyük bir adım atmışım.	positive
1179	önümde farklı boyutta 4 ekran, sözde internet bağlantılı 3 alet; 1 biri çalışmıyo 1 biri. turkcell d ttnet d internet isini çözemedi gitti.	negative
1180	turkcell superonline fiber internet veya ADSL ve sabit telefon hizmetleri	positive
1181	#3kelimeyle2011 Turkcell beni uzdu.	negative
1182	mesajj atıp durmaa yeteerr!	negative
1183	bu turkcell çok piç öyle böyle değil	negative
1184	an itibarı ile superonline benim için bitmiştir.13 yıllık faturalı turkcell hattımıda en kısa zamanda taşıyacağım.	negative
1185	#itirafetmekgerekirse Arkadaşımın rehperinden sevgilisinin adını turkcell olarak değiştirdim.sevgilisi ne zaman mesaj atsa okumadan siliyor	negative
1186	İnternet aracılığıyla açılan hiçbir uygulamayı kullanmadığıma rağmen o bahaneyle her dakika bir kuruşumu söğüşlediğin için tşk(.d) Turkcell	negative
1187	hic ama hic begenmedim. 3 account kullaniyorum ve neye ne geldi hepsi karisti birbirine.	negative
1188	seni hiç sevmiyoruumm	negative
1189	En yeni en iyi iPhone 4S interneti ile birlikte 99 TL'den başlayan tekliflerle Turkcell farkıyla....	positive
1190	2012 yede bişey kalmadı ama hala yagmur yagdıgında internet gidiyor. Sana sesleniyorum #Superonline	negative
1191	Off ne yazık ki turkcell müzik sahensindeki konserinize gelemeyeceğim cunku okulum var off.Sizi ÇOOOK seviyoruuuuuum!	positive
1192	reklam icerikli aramalari istemiyorum. Ozelliklede pepsi, sigortalar, bankalar... Engelleyemez miyiz?	negative
1193	O kadar cok kontor yuklemiyodum ki ,bu ara yuklemeye basladim turkcell bana bedava dakika verip duruyor .	positive
1194	yıllardır seni severek kullanıyorum bana bi 50tl kıyak geçsene ya	positive
1195	Bu turkcell interneti o kadar yavas ki evin wifisi bile daha hizli	negative
1196	turkcell kullanan öğrenci mi olur yahu..	negative
1197	onun aynısını bizede yaptılar bu turkcel gerçekten dolandırıcı yaaa  paket bitti madem haber ver demi ama	negative
1198	20 TLmi 100 TL yapmak istemiyorum turkcell anla artik.	negative
1199	Oha ya ne ara  -6 tl olmuş valla para çekiyo turkcell	negative
1200	yalancıların reklam panosu gibisin	negative
1201	Sabah afyonum patlamadan tlf çalıp actiginda Turkcell'in band kaydı olduğunu anladığım an içimden söylediklerim ... :/	negative
1202	lakin fatura elimize geçtiğinde anlıyoruz ki turkcell'in sevişmek olarak nitelendirdiği şey bariz tecavüz..	negative
1203	özturkcell seninle ölmeye geldik özturkceeeeeellllll :))) ( hasan doğan spor kompleksi)	positive
1204	banada msj geldi turkcell yapmaa	negative
1205	bu hıza alıştık biz... 2 haftadır 1 adsl başvurusunu alamayan #ttnet 'den kurtulmanın yolu var mı? superonline bize fiber çeksene!	positive
1206	BİR EVDE OLMAMASI GEREKEN 3 ŞEY...1.TURKCELL 2. DİGİTURK 3.KERİZ ANTEN ÇİÇEĞİ	negative
1207	"Kendimi devamlı""Hayat paylaşınca güzel la la la la la"" şarkısını söylerken buluyorum. Durumum içler acısı gibi.."	positive
1208	gecenin 3 ünde hat kesilir mi beyefendiler?arama merkezini arayamıyorum, net şifremi hatrlamyorum, iletişim algınız farklı.	negative
1209	superonline tavsiye edebilirim bilmiyorum ne kullanıyorsun ama...	positive
1210	Sagolsun bir turkcell beni yalniz birakmiyor.	positive
1211	rahat bırakırsa uyuyacam !	negative
1212	Sadece mutluluk vaadi veren reklamlardan baydim.Bana daha yaratici reklam mesajlariyla gel. Bkz. Eti, Coca-Cola, Turkcell	positive
1213	20tl mi 100 tl yapmana gerek yok turkcell yukler yuklemez -563554 tl yapmasan yeterdi	negative
1214	o attığın turkcell numarasını mı kullanıyosun güzellik? Hemen fısı fısı ederiz :D	positive
1215	#hayatpaylasincaguzel Turkcell yine başarılı bir iş yapıyo, yazdıklarımız Sapphire Çarşı'nın önündeki ekranda çıkıyor :))	positive
1216	54 TL gelmiş.. son 3 ayın en düşük seviyesine ulaştı bu ay turkcell	negative
1217	Selam canım evde internetim berbat superonline iyi diye bunu seçtim saolsun oda attı kazzığını nasılsın?	negative
1218	Bu geceki Facebook gündemi Turkcell in sms fiyatini 14tl ye yukseltmesi.	negative
1219	ben ariyorum rahat ol.hem de superonline deyim ben;)	positive
1220	Murpa cay reklamindan sonra psikolog destegi almaya karar verdim. Once turkcell sonra bu bakalim daha neler cikicak ?	negative
1221	En yuksek ortalamali 3g hizi bile onlardayken turkcell cekmeyen yerde vodafone cekerken hala turkcell kullanmak hangi kafa anlamiyorum:)	negative
1222	yaaa sızın nsl bır alt yapınız var anlamadımmm,hattım kapalıııııııı heyooo size dıyorummm bır çözümmmmm	negative
1223	"""Aradiginiz kisi baska bi görüsme yapiyor."" diyecegine kiminle görüsüyor onu söylesen gözüme girebilirdin tcell!"	negative
1224	superonline ı aldılar....başarılı ben superonline kullanıodum	positive
1225	bir noktada sinyal gucundeki azalmayi geri bildirim yaptiktan 1 gun sonra aranip ayni noktadamisiniz diye aranmak komik.	negative
1226	turkcell kanka acimaz agostosta acimadi hasirt 250 verdi ile faturayi bide utanmadan 5 tane liste geldi eve :D	negative
1227	2 yıldır yaşadığım sinyal problemine hala çözüm bulunamadı. Yazıklar olsun Turkcell !!!	negative
1228	turkcell timlerde hizli sarj unitesii var oraya git olum dert ettigin seye bak	positive
1229	superonline daha mi iyi peki? Fiyat olarak ttnet'ten daha ucuza diyorlar ama gördüğüm kadariyla daha pahali?	negative
1230	Daha demın benı turkcell aradı askım dıyorum ınanmıyorsunuz mesajlarla yetınemedı bıtanem. Mesajla heycanlandırmayı gec arıyor pıc	negative
1231	valla hacı, superonline var kafam rahat. KUSURA BAKMA AMA ÖYLE YANİ...	positive
1232	ozaman faturalarıda paylaşalım turkcell'le nede olsa hayat paylaşınca güzel:)	negative
1233	yine bütün TİMlerin yepyeni tabelaları değişiyor. bu ne israf ya vergiden mi düşüyorsunuz napıyorsunuz ? anlamadım	negative
1234	Pazartesi ve Perşembe günleri film yorumları hurraaaa maş. :) iyiki varsın turkcell :)	positive
1235	yeni yıl reklamı bir harika !!	positive
1236	cok sovdugun Tcell e geri mi dondun :D	negative
1237	Mudo'dan iki hediye alan Turkcell'lilere üçüncüsü hediye	positive
1238	Sahan Gokbakarin oynadigi yeni Turkcell reklami baya iyi. Very sweet you, very beautiful	positive
1239	işimi de görüyor Avea yeterince, işime yaramasa hadi 3 katı ödeyip Tcell'e geçeyim derim de gerek yok hiç:/	negative
1240	cozum uretemedınızmı turkcell 3 haftadır cevap beklıyorum	negative
1241	perşembe de bizim olsun malum #gnctrkcll cuma sabahı hallederiz :)	positive
1242	huaweri u8650 yani turkcell t20 o bütçe için en gelişmiş kullanışlı telefon :)	positive
1243	Tabiki hayat paylaşınca güzel :)) sohbetin çok hoşmuş yaa :)	positive
1244	891.000 Abone kaybından sonra elinde ki 532 li hatları bedava dağıtmaya başladı :)) Yazık sana canım yaa! Çaresizliğin son noktası	negative
1245	HAYAT PAYLAŞINCA GÜZEL...GERİSİ TEFERRUAT...	positive
1246	özturkcell abi o.	positive
1247	kötü espiri yapanları seçiyorlar yaw nokiada 3 hafta boyunca ne çektiğimi gördün sn turkcell 15 dakikada hediye etti :)	positive
1248	Bu turkcell de 20 lirani 100 lira yapalim diyip duruyo. Lan -8 deyim hangi yirmi lira	negative
1249	bukadr yuksekk fiyataa helal olsnnn kampanyaa dieee yolladnzz	negative
1250	Bu kadar mı fakirlediniz? Kampanya tanıtımı için ısrarla çaldırıp kapatıyorsunuz!Yıllardır tonla para ödüyorum size yazıklar olsun!	negative
1251	#TURKCELL hat almayın salaklıp edipte..en büyük yanlışı yaparsınız.bildiğiniz adamı yağlı kazığa oturtuyorlar.	negative
1252	lutfen size atmis oldugum twitime cvp verip beni bilgilendirirmisiniz ?	negative
1253	nee ben açtım ama :/ turkcell beni kazıkladı :( hala şifre yok :D	negative
1254	erol köse:Turkcell bayisinde ''kontör bulunur'' yazısı bana Aziz Nesin'i hatirlatti..yok molped mi saticaktiniz....	negative
1255	götürdüler aldıkları turkcel bayiine program çökmüş içinde demişler geri gönderdiler tel	negative
1256	Divane Aşık Gibi: Türkcell Blog Ödülleri'nde Finaldeyiz	positive
1257	artık var, turkcellin sitesine bakınız.	positive
1258	Huzur bereket sukunet	positive
1259	KAMİL KOÇ'TAN ÖZEL TURKCELL KAMPANYASI	positive
1260	aıle operatorumuz turkcell :D	positive
1261	citysdeki Turkcell tam bir dolandırıcı, iPhone4 kontratli fiyat sordum 124ten başlıyor dediler yalan yanlış bilgi veriyorlar	negative
1262	Bu yila kadarki en iyi yilbasi reklam sarkisi turkcell'in 'bu sene yeni bir cebin olsun calain arayan hep o olsun...' ile baslayandir!	positive
1263	yarın turkcell olucam yeni numara falan .. :(( babam açtırma diyo bbm i	positive
1264	kampanya iptali teyidi için 2 gün telefon etmesi beklenilen, sinirlenince hattı iptal etme başvurusunun 10. dk.sında arayan firma	negative
1265	o deilde bugün turkcell hiç msj atmadı amk kesin başka biri var :(	negative
1266	İnovasyonda büyük ödül Turkcell'in	positive
1267	ön ödemede değil cekim gücünde sorun. Hayat cam kenarında telefonla konuşurken guzel	negative
1268	Oc turkcell	negative
1269	Kız arkadaşımdan fazla Turkcell mesaj atıyor günde bin tane mesaj yeter	negative
1270	sayın  ataşehir gibi elit bir semtte oturmama rağmen, 3g vınn'ınız edge hızıyla vınnlıyor. allah sizi taş etmesin emi!	negative
1271	bu turkselde gecırıyoda geciriyor 29 fatura 50gelıyor bigecırmeyen sen kalmıstın türksel sende gecir okey	negative
1272	Büyüksün Süreyya Ciliv	positive
1273	Mutluluk, gnctrkcll kampanyasını bilmeden iki kişi kahve dünyasına gidip, kahve içtikten sonra ikincisinin bedava olduğunu öğrenmekti bugün.	positive
1274	Kimbilir kaç para olacak ki ayağına kadar getiriyorlar ama Turkcell TİM'de saatlerce bekletiyorlar bir işlem için..	negative
1275	bana da 159 tl fatura gelmiş, bu ne ya, resmen salak yerine koyuyor adamı  #turkcellesavasim var	negative
1276	#turkcell dogum günü hediyen için tesekkürler :)	positive
1277	""" konseri,bugünSaat15:00'tecanlı yayınla Hayat müziği paylaşınca güzel :)"	positive
1278	#vodafone icin Buyuk eksiklik. Apple urunlerinde kullanilmak uzere #turkcell online islem gibi bir app yapmadilar, yapamadilar.	positive
1279	kuzum bugun msj hakkım bıttı ya turkcel son dakka gol caktı bana :) ama msn ye gel gır gır yapalım ozledım sen samaya yapmayı :)	negative
