text	category	polarity
yildiz tozu ismi biraz basit kaçtigi ve çocuk filmi gibi göründügü için izlemye pek yanasmadigim filmde sonuç su ki film mükemmel..fantastik kategorisinde bunuda düsünmüsler dedirten cinsten..mesela kopardikça kndiliginden baglanan zincir ilgincime gitti	movie	positive
kitaptaki ortami yansitamamislar.vasatin bile altinda kalmis..	movie	negative
mel gibsona helal olsun.. su kadar zaman geçti ama bu film gibisi gelmedi...troy ve gladyatör den 3 gömlek daha üstün.. türünde sinema tarihinin en iyisi....	movie	positive
çok fazla film izleyince artik bazi filmlerin degerini daha iyi anliyor insan..o bazi filmlerden biri de bu olsa gerek..4-4 lük bir yapim	movie	positive
vasat nicolas cage gibi bi adamdan böyle bi filmde oynamasini beklemezdim.	movie	negative
oldukça sade ama hos bir film. tabi bunda oyuncularin payi çok büyük. böyle bir konu daha iyi islenemezdi herhalde. kesinlikle izlenmeli..	movie	positive
ailenizle yada bayan arkadaslarinizla izlenecek bir film degil ama ne de olsa eli roth 'tarantino nun çiragi' izlemeye deger...	movie	positive
hiçbir 'eskiya' diyelim, en sinirli aninda 'sen cigeri bes para etmez asagilik bir serserisin' demez.kimi sahneleri senaryodan direk okundugu, oynanmadigi hissi veriyor malesefve benzer tarzda son dönem izledigim her türk filminde eskiyayi bir kat daha hayranlikla aniyorum. .	movie	negative
simdiye kadar seyrettigim en flimlerden biri diyebilirim.senaryo ve oyunculuklar harika.flimin geçtigi tarihe ait dekorlar kusursuz.ayrica görüntü kaliteside oldukça iyi.zamanin nasil geçtigini farketmedim bile.herkese tavsiye ederim..	movie	positive
çok hos bir film.bence en iyi tom hanks filmi bu.er ryani kurtarmak ve yesil yoldan daha iyi oldugunu düsünüyorum.izlenmesi gerken bir film.izlerken hos vakit geçiriyorsunuz..	movie	positive
filmi begenmedim.aslinda ilk baktigimda fragmanda ya da konusunu okudugumda ilgimi çekmisti. izledikten sonra vakit kaybi olarak gördüm. oyunculuk çok iyi ama bekledigimi alamadim.	movie	negative
bu liste daha iyi nasil yerine getirilebilir ki..?? mutlaka izlenmesi gereken bir film..!!.	movie	positive
he unutmusum, 5 adamdan birisi çok marifetli, seytana kafa atiyor (asli osmanli torunu olabilir)	movie	negative
hayal kirikligi demek bu film için söylenebilecek en aci en gaddar elestiri olur ama , maalesef öyle ... bir tek filmin sonu güzeldi , oyunculuk kötü ,hikaye agi , kurgu ... ne diyim ki keske izlemeseydim	movie	negative
filmin müzikeri filmin önüne geçmis ve filmi bi yerlere getirende mükemmel müzikler. çagan irmaki bu sakli kalan müzikleri bulup çikardigi için kutlamak lazim.	movie	negative
son yillarda izledigim en güzel türk filmi.bir yandan güldürürken bir yandan hüzünlendirip aglatabilen dozunda ve yerinde kullanip iyi harmanlama yapabilen bir film.bütün oyunculari ayakta alkislamak lazim ve bu oyunculari yönetebilen çagan irmaki unutmamak tabi..	movie	positive
tam bir zaman kaybi puanlamaya bile degmez!.	movie	negative
konu mükemmel,oyunculuk iyi,görsellik çok iyi,filmdeki akicilik zaman zaman sikici,anlatim zayif...	movie	negative
kesinlikle çok kötü bir film deil 8.5 1 i bile haketmiyor....	movie	negative
kesinlikle kötü degil facia bir film.türk sinemasi için büyük talihsizlik açikçasi ....	movie	negative
300'den çok crash of the titans'a benzettim ben , çok enteresan bir film degil.	movie	negative
gerçekten klasiklerden biri.ilk basta john trovoltanin ölmesini bir yere bagliyamamistim sonra adam tövbe edip ilagi adelet diyip birakinca anladim cok ince msj i. birakan yasior dwm eden öldü.gerçekten güsel 1 filmdi.	movie	positive
bu kadar gereksiz bir film görmedim hayatimda resmen izlerken bu filmin amaci nedir diye düsüdüm durdum ya bukadr gereksiz bir film olamaz sakin izlemeyiinn saakiinn!!!!.	movie	negative
harikuleyt bir film olmus görselleri etkileci ve konusu büyüleciydi (:.	movie	positive
film ile ilgili diyebilecegim tek sey hayal kirikligi.. cocugunuzu ,kardesinizi (0-12) izletcem diyorsaniz oldukca eglenebilir fakat gercekten kotu bir film berbat bir senaryo,giris,gelisme,son bu kadar kotu olabilirdi...kesinlikle tavsiye etmiyorum..	movie	negative
bu filme kötü yorum yapilinca yayinlanmiyor mu? .bütün yorumlar süper ve yazdigim diger yorum yayinlanmadi. beyazperde beni sasirtiyor ve sunu söyliyim tekrar film gerçekten kötü neresinden bakarsaniz bakin film kötü.	movie	negative
film tek kelime ile mükemmelllllllll.herkesin izlemesini tavsiye ederim.ya bu jet lee yapiyo valla ne diyeyim.yeni film lerini heyecanla bekliyorum..	movie	positive
çok iyi sayilmaz saçmaliktan öte yani tavsiye etmiyorum daha iyi olabilirdi resmen cinnet geçirdik	movie	negative
valla bence gayet güzel bi film zaman kaybi olmadi benim açimdan.	movie	positive
ne sikici bir film . kötü bir hikaye , iki kelimeyle bir delige düsen 2 penguen ve onlarin oradan nasil çikarilacagi, heyecan yok , nerede bizim güzel çizgi filmlerimiz. bana kalirsa teknoloji öykünün önüne geçiyor su anda , geriye bir adim atmak gerekebilir.	movie	negative
geçekten izledigim en kötü batman filmiydi izlemek isteyenlere kesinlikle tavsiye etmem.	movie	negative
böyle saçma bir konu olamazdi ayrica gerilim degildi konunun saçmaligi yüzünden bizi kahkalara bogdu tam bir hayal kirikligi.	movie	negative
modifiye panic room..	movie	positive
tek kelime mükemmel bir film.siddet filmi sevenler için saw ve texas katliami basyapit bence.tabi begenmeyenler ne umarak izlemisler bilmiorum.(bi filmde testere varsa o film güseldir	movie	positive
gerçekten çok güzel bir film. bastan sona heyecanla ve büyük bir zevkle izliyorsunuz..	movie	positive
film oldukça güzeldi dramiiyi hazirlanmis be diger film(atalarimizinbayraklarindan)kat be kat güzeldi sonu çok iyi hazirlanmis bir film.	movie	positive
kesinlikle gitmeyi düsünmüyorum. 'eskiya' filmi disinda malesef adam gibi türk filmi görmedim filmin fragmanini 3 defa gördüm, pek gidilesi bi film gibi durmuyor açikçasi, korsan dvdsine 3-4 lira vermege bile degip degmeyecegine emin degilim..	movie	negative
kim filmin türüne komedi demisse ayip etmis filmde hüngür hüngür agliyorsunuz.	movie	positive
çok kötü!!! ,01.	movie	negative
acayip sacma ve bundan once cekilmis teksas katliami gibi filmlerin aynisi ayni turde cekilmis hatta cok benzer sahneleriyle rolleri var tek kelimeyle igrenc sakin gitmeyin....	movie	negative
siyah saç konusunda rekor kirilan bir film. ayni konu, ayni efektler, ayni mekan, ayni siyah saçli kizlar.....	movie	negative
harika bi filmdi daha öncede narnia serisinden birini okumustum(gümüs sandalye)onuda çok begendim aslan cadi ve dolapda süperdi devaminin yani baska bir kitabininin filminin çekilmesine çok sevindim ins.geç gösterime girmez.	movie	positive
film tam bi fiyasko sinemadan çikanlar bile oldu.	movie	negative
filmin imdb puani bende sok yaratti 2.6 .....	movie	negative
farkli bir senaryoya sahip,özgün sicak bir romantik komedi...tek elestirim bu konuyu daha duygusal daha sert isleyebilirlerdi ama bunun yerine daha hafif bir film yapmak istemisler güzel de olmus gene de .	movie	positive
iyi ki izlemisim diyebilirim.sevilmenin ne kadar güzel ve ölümsüz oldugunu gösteren hos bir yapit.sonunda kesinlikle eee...demiceksiniz.hilary swank sanki pek iyi gitmemis bu tarz bir filme ama kendini kanitlamis bir oyuncu oldugu göz ardi edilmemeli....	movie	positive
çok kötü bir ask filmi.filmde ask varmiydi bence kesinlikle yoktu.anca kavga eden,sorunlu aileleri ve berbat yasamlari.sonunu da artik gina getiren baglamasiyla asla önermeyecegim vakit kaybi filmlerden.	movie	negative
kesinlikle çok basarili bir animasyon.. öncelikle tarafli bir animasyon diyen arkadaslara kesinlikle katilmiyorum çünkü hem avrupanin hem iranin kötülüklerini yansitan bir animasyon.. her türlü duyguyu içinde barindiran bir animasyon siddetle tavsiye ediyorum!	movie	positive
bir film ancak bu kadar geveze olur...	movie	negative
kötü senaryo , kötü diyaloglar , shrek'in tirnagi kadar olamaz.	movie	negative
bu kadar yaratclktan uzak ve klie bir film beklemiyordum akas.yer yer yine abd ordusu reklamna dnen neredeyse her sz binlerce kez duyduumuz ok baarsz bir aksiyon filmi .	movie	negative
güzel yorumlar üzerine izledim su an çok saskinim bu kadar abartili ve yersiz yorumu bir arada giç görmemistim. sakin ha izlemeyin vakit kaybi..	movie	negative
cesur yüregi yeni izleme firsati buldum ve çok pismanim.film tek kelimeyle mülkemmel	movie	positive
çook güseldi yaa..çok etkilendim	movie	positive
sinopta tek sinema var ve bu filmin burada gösterime verilecegini sanmiyorum.. üzüntümüz büyük.	movie	negative
tarantino'nun yaptigi en iyi seydir bana göre.muhtesem her seyiyle  lük bir film... . zaten imdb'de tüm zamanlarin en iyi filmleri siralamasinda 5. siradadir bu film.. . bir sinemasever olarak hala izlememis olanin gerçekten çok sey kaybettigini gönül rahatligiyla söyleyebilirim.. . .	movie	positive
bunun türkü amerikani yok arkadasim tek fark bizimkiler çakma. amerikadada absürt filmler çikinca elestiriliyo zohan elestirilmedimi mesela butür konulaei memleket meselesi haline getirmeyin bi sey kötüyse bunu söylemenin nesi yanlis. bu filmde kötü bi film iste..	movie	negative
bi sürü bos yorum güzelim filmi harcamislar arkadaslar güzel film kesinlikle izleyin kaçmaz.	movie	positive
bu film için söylencek çogu sey söylendi galiba. aldigi oscarlarda bunun en iyi kaniti. mel gibson william wallace karakteriyle harika bir is çikarmis..	movie	positive
etkilegici bir kahramanlik öyküsü insani etkiliyor...	movie	positive
dogrusu ben izlemekten çok büyük zevk aldim ve çokda begendim.çok degisik bir seneryosu olmasada gerçekten islenisi ve oyunculugu açisindan beni tatmin etti hatta bekledigimden de iyi çikti diyebilirim izlemenizi tavsiye ederim....	movie	positive
"durgun ve dingin ilerleyen ""özgürlüklerin özgürlük olmadigi"", ""duvarlari yikamadigimiz"" dönemi anlatabilmis, o dönemin sertligini iliklerimize kadar hissettirebilen, tarihin sekil alisina konuk olacaginiz, 2 saat sizleri bekliyor.... . ."	movie	positive
ilqi cekiciii amaa wasat bi filmmmmm bnceee...ama yinede waktiniz warsa izleyinn derim....	movie	negative
film kötüydü arkadaslar...evde izlerim diyorsaniz o ayri ammavelakin cidden kötüydü...son kisimlarda artik iyice bi saçmalanmis...evde oturup izleyin derim isiklarida kapatin bir iki de sakaci arkadas olursa daha korkutucu bi hale gelebilir film	movie	negative
türk sinemasina hiçbirsey kazandirmayan, isim hakkiyla birseyler elde eden,son derece gereksiz bir film.....!!! baskada birsey yazmiyacagim..!!! çocuklar falan gitsin deniyorda çocuklara bilem hakarettir bu!!!saygilarimla.	movie	negative
ilk izledigimde ilkokuldaydim, ve çok duygulanmistim, çok özel bir filmdir. 2.film çekilicekse yine ayni çizgifilm seklinde olmali bence, 3boyutlu anmasyon degil. orjinalligi bozulmamali.	movie	positive
filmi pk begenmedim açikçasi böle bi romantiklik olamaz ve cinselligi de çk abartmislar vicik vicik bi film olmus :/ ayrica pk de komik olduunu söleyemicem puanim 10 üzerinden 4....	movie	negative
tek kelimeyle zaman kaybi.	movie	negative
film gerçekten çok kötü.çok anlamsiz bir film lütfen gitmeyin....	movie	negative
kötü bir filmdi arkadalara katiliyorum nicholas.gate nasi kabul etmis böle bir filmi. ya.	movie	negative
2006 en iyi filmi tartismasiz kesinlikle izlenmeye deger.	movie	positive
bu tür filmler de amaç ziyadesiyle türk aile yapisini bozmayi saglamak, gelenek ve göreneklerimizden yoksun-bi haber bir gençlik yaratmaktir.tamamen maksatli amerikan yapimi gençlik filmlerinin ucuz, saçma ve gereksiz kopyasindan öteye geçemeyen bir film....	movie	negative
izgi filmde gzel espriler vard. aang hep neeliydi, filmde ise elemann bi oturup hngr hngr alamad kald.. uyarlama i yapmak gerekten zordur. ama onu batrmak da bi o kadar zor olur.. shyamalanda zoru baarm....	movie	negative
muaazzmam bir yapim cassel döktürmüs,yönetmen bir harika müzikler ona keza... izleyiciyi yormayan ender otobiyografi filmlerinden...mutlaka izleyin ...	movie	positive
tatli bi film zevkli ve eglenceli.	movie	positive
gelmis gecmis en iyi dram filmi.	movie	positive
çok igrenç bir film.zaten bu yönetmenin iki tane filmi var ikiside yüz kizartacak filmler.her saniyesi saçmaliklarla dolu..	movie	negative
olmamis..bu 260 milyon filmin neresine harcanmis anlayamadim..fragmanindaki sahneler disinda bir atraksiyonda yok zaten.. . gitmeyi düsünen varsa..hemen vazgeçsin	movie	negative
kesinlikle birinci filme göre bir fiyasko..	movie	negative
su türk yönetmenlerinin izleyiciyi geri zekali yerine koyup final sahnesinde herseyi tekrar gözümüze sokma gayretini anlamis degilim.resmen panaoid bunlar..	movie	negative
çok kötü bir film ne anlatmak istedigi belirsiz konusuz her an sanki bir sey olacakmis gibi bekliyorsunuz ama sonuna kadar bombos.	movie	negative
film genel olarakçok eglenceli ilerliyor ama öyle bir an geliyor ki, nasil yani diyorsunuz... kesinlikle izlenmesi gerektigini ve bu puani da hakettigini düsünüyorum....	movie	positive
hatirliyorum da film ilk çiktiginda olumsuz elestiriler almisti ama zaman bizi hakli çikardi.bu filmi izleyip eglenmeyen var mi.	movie	positive
dört dörtlük bir yapim.kaybedenlerin tatli,umut isigi tasiyan hikayesi.selamsiz bandosunu,muhsinbeyi,zügürt agayi andirdi bana tarzi.allen arkin degil sadece bütün oyunculari hakkiyla oynamis.ne diyebilirimki seyrettigim en tatli filmlerden biri..	movie	positive
tam bir hayalkirikligi ,izlemenize gerek yok birsey kaybetmezsiniz.	movie	negative
hikayesi, oyuncularin performansi kadar iyi degildi. nasil desem sanki bir seyler eksik gibiydi. ama filmin sonu bu hikayenin eksikligini gidermeye yetti de artti bu film hikayesi disinda 10 u hakeder. bu haliyle .	movie	positive
saçma sapan bir konu ile saçma sapan ayrinticiklar...filmi es geçin ve oturup televizyon izleyin!baska denecek birsey var mi bilmiyorum....	movie	negative
jet lee yine harikalar yaratiryor süper.	movie	positive
saçma sapan bir film olmus !!! sinema biletine verdigim paraya ve ayirdigim 2 saate yazik oldu dogrusu!!!filme henüz gitmeyen arkadaslara tavsiyem, sinemaya gidecek paraniz varsa paranizi bu filmle çöpe atmayin....	movie	negative
büyük hevesle gidip, ilk yarisini uyuyarak geçirdigim ikinci yarisinida verdigim paraya yazik olmasin diye izledigim feci film....	movie	negative
valla hayatimda izledigim en güzel filimlerden biriydi.mutlaka izleyin derim.	movie	positive
filmde bazi detaylara takilmazsaniz cok guzel bir film gelebilir. ama sunu soylemeliyim ki smith dunyanin en formda aktoru. oynadigi bir tane kotu film hatirliyormusunuz? ben hatirlamiyorum.	movie	positive
bir 'tek kisilik dev kadro'..smith tek basina döktürmüs.ne çok uçuk bilimkurgu ne çok hüngür hüngür dram..karanligi aydinlat .	movie	positive
hayalkirikligi çagan irmak senaryosunu yazdigi bu filmde ufak çapta bir faciaya neden olmakla kalmiyor , din konusunda da ezber bozmayacak seyler öne sürüyor . maalesef yeni ve farkli gözüken ama 'olmamis bir film'.	movie	negative
mükemmel bir film...oyunculuklari için zaten yoruma bile gerek olmayan içinizi simsicak yapan bir film...9 puani alninin aki ile hakediyor...	movie	positive
su filmi bir tek kevin moore için izledim o kadar oda emekleri bosa gitmesin diye.	movie	negative
güzel film ama fazlaca abartilmis çok sahane degil açikçasi.benzer konu itibariyle edward norton'un 'sihirbaz' filmi çok çok daha iyi bence.bir de izlemeyenlere onu görün derim ben...	movie	positive
yapilan yorumlara ve abartilmasina bakmayin filmde geren bir iki sahne var onlardanda bir sey anlasilmiyor. the bag den sonra izlemis oldugum en kötü filmdi. bence zaman kaybi..	movie	negative
bu kadar kötü bir korku filmi görmedim, filmin bütçesi 0 sifir heralde. hani bazi 3-4 puan verdigimiz kötü korku filmleri bile, bazi sahneleriyle güldürürler fln degisik entrikalar katarlar. bu film o kadar saçma olmuski kesinlikle izlenmeye degmez. reklamlarina kanmayin bence.	movie	negative
hayal ve gerçekte ince bir çizgide yürümek nasil diye merak edenler için anlatmasi zor izlenmesi sart bir film.... tüm prestijlerinizi bir kenara birakin... hayal ve gerçegi bulun....	movie	positive
colin farrell nickli arkadasim ne güzel yorumlamissin.bizim halkimiz için filmin süper olmasi için ya aglayacak ya da gülücek.ya film izlemesinide bilmiyoruz.mahsun propagandasini yapsin bizde izleyelim sonrada adami oscar alicak yönetmen ilan edelim..	movie	negative
sinemada ilk izledigim filmdir. bu yüzden yeri bende ayridir. müzikleri çok güzeldir. çizgi film alaninda bir çigir açmistir. disneyi de yine zirveye tasimistir..	movie	positive
sen iyi dayanmisin ben 20 dakika dayanamadim film oyuncularida filmin adi gibi kendilerini oynamis bunlardan ne kadar oyuncu olursa savas aydanda (dansöz )o kadar yönetmen olur..	movie	negative
seyrettigim en kötü devam filmlerinden biri,zaten ilki de kötüydü hem çok kötüydü.	movie	negative
bence film son derece basarisiz melis birkanda heg kendini tekrarliyor daha iyi bir film seyretmeyi umuyorum hayal kirikligina ugradim tuna kiremitçi baska film yapmaz insallah.	movie	negative
john malkovichin oynadigi virus cyrus karakteri için bile izlenebilecek  alabilecek film....	movie	positive
hayatimda bu kadar sikici bir film görmedi konu okadar siradanki izlemednen olaylari tahmin etmeniz cok kolay.. westen filmlerine yakismayan bir uyarlama olmus beklentim yuksekti hayal kirikligina ugradim .. . . .	movie	negative
çok güzel etkileyici bir filmdi. tarihte yasanan olaylarin yani sira sürükleyici özelligi ve finali ile çok basarili bir film olmus. hiç sikilmadan izletmeyi basariyor. .	movie	positive
bence süper bir gerilim film.	movie	positive
gerçekten de olaganüstü bir film çok etkiliyiciydi her açidan da mükemmel bir film.	movie	positive
2008 yilinin enlerine girebilecek bir film ama en kötü filmi olabilir bence..tamamiyle fiyasko oyunculara aldanipta almayin...	movie	negative
bu gerçektende muhtesem bisi izlemeyen çok ama çok sey kaybeder.	movie	positive
hayatimda izledigim en iyi 2. film diyebilrm  1.(esaretin bedeli)	movie	positive
ay ama çok saçma yaa..teshircilikten baska bisey yok...	movie	negative
arkadaslar film berbat, basroldeki bayan degismis bir kere, yenisi de filme hiç yakismamis. jetli ye gelince, filme kattigi hiç bir sey yok. konu zaten cemsit pilavi isitip isitip gelmis önümüze. filmin basinda senaryoyu yazabilirsiniz. kesinlikle tavsiye etmiyorum..	movie	negative
sonu, insani hakikaten hüzünlendiriyor....	movie	positive
film erçekten de son derece sürükleyiciydi ve oyuncular da çok iyiydi özellikle de julia roberts . fakat filmin sonunu hiç böyle tahmin etmemistim... filmin sonu böyle bittigi için de benim tüm hevesim kaçip gitti bir daha izlemem.	movie	negative
final sahnesi duygu yüklüydü. ama film vasat statüsünü bir türlü iyi niyetine ragmen asamadi. oyunculuk olsun senaryo olsun kimyasi tutmamis. adapazari depremi üzerine yapilacak film prodüksiyon olarak güçlü olmaliydi. bu biraz tv için hazirlanmis yapim gibi duruyor..	movie	negative
acikcasi film cok basit di,isminden de anlasilacagi gibi ustalarin degerine dem vuracagini dusunuyordum ucak myapma sevdasina kapilmis birini anlatiyor,kayda deger bisey yok filmde izlemeye degmez.	movie	negative
çok süper bir film william hurta rol çok yakismis tabiki costner ve demi moore çok iyiler izlenmeli.	movie	positive
döneminin en iyi oyunu street fighter'a yakismicak bir film. mortal kombat serisinin filmleri ne kadar iyi ise buda aksine o kadar kötü bi film sanirim bir daha çekmezler bizde street fighter'dan mahrum kaliriz. yazik....	movie	negative
hayatimda izledigim en güzel filmlerden bitanesi.....bekledigimden iyi bi filmdi....herkesin dedigi gibi bu kadar usta iki oyuncunun oynamasi filmi ceken diger unsurlardan biri....böle bi film yuaptiklari için emegi gecen herkese tesekkürler......	movie	positive
filmi kesinlikle izleyin derim çünkü hayatinizda bundan daha saçma bir film izlememissinizdir	movie	negative
bu filmi sinemada izleyip daha sonra ne düsünenleri çok merak ediyorum  bu kadar kötü,zevksiz senaryo,diyaloglar hiç bir filmde göremeyiz sanirim..	movie	negative
"""vacancy"" ve ""my little eye"" kirmasi gibi olmus bir norveç gerilimi...."	movie	negative
film 28 gün sonra nin çakmasi gibi olmus.izlerken hiç gerilmedim bence korku türünde bi film degildi.çok basarisiz olmus vakit kaybi..tavsiye etmem...	movie	negative
müthis bir film sonuna gelene kadar hep bir belirsizlik içinde kaliyorsunuz fakat sonunda hayretler içinde olup biteni anliyorsunuz film bittiginde agzim açik kalmisti kesinlikle izlenmesi gereken bir eser.	movie	positive
harika bir film en az mist kadar etkileyici.	movie	positive
küfürler yine havada uçusacak desenize.	movie	negative
gayet vasat ve siradan bi film...	movie	negative
pedro almodovar sevdigim yönetmenlerdir ama bu filmi ben de hayal kirikligi yaratti. son derece komplike bir kurgu senaryoya sahip ve asiri derecede sikici ve agir bir film olmus. penelope cruz ve lluis homarin basarili oyunculuklari filmi kurtarmiyor..	movie	negative
"someday hehe bende baktim . film çok güzel ve dolu bir film. izlemediyseniz kesinlikle tavsiye ederim. sonu da tam anlamiyla ""son"" yani. daha önce izlememis olmakla çok sey kasirmisim.."	movie	positive
tam bir bas yapit diyebilirim .tom hanks in performansi süperdi .aldigi oskar ve diger ödülleri bence hak ederek almis.konusu alisilmisin disinda bence tam bir dram ve ask filmiydi,,.	movie	negative
simsicak bir film...hem eglenceli hem hüzünlü.gözyaslariniz bir bakmissiniz gülmekten,bir bakmissiniz hüzünden akicak....10uzerinden 10..	movie	positive
bence izlenebilecek hos bir filmdi bu kadar düsük puan almasini anlamak zor basroldeki iki oyuncuda oldukça iyiydi ayrica. .	movie	positive
süper bi filmdi.farkli bi konu ariyorsaniz müthis bi seçenek..	movie	positive
izlerken agladiim tek türk yapimi budr herlde..çok güzel bi filmdi...	movie	positive
gerçekten çok güzel bir film basta biraz kafam karisti ama sonu çok güzeldi.	movie	positive
gerçekten merak ederek girdim sinema salonuna ama hiç de tatmin edici degildi .bazi görüntü efektleri çok sahte ve komik duruyo .bu kadar yüksek bi puan almasi gerçekten sasirtici.	movie	negative
usta yönetmen robert zemeckisin amerikan yakin tarihine normal insanlardan çok daha farkli bir bakis açisi olan forrest gumpin gözünden bakip anlattigi çok kisa sürede modern bir klasik olarak anilan çekildigi yil oscarlara bogulan çok sicak çok eglenceli ve çok duygusal harika bir basyapit..	movie	positive
madem sinema bir sanat ,(türkiyede çok zor yapilan) basarili oldugu derecede alkis toplayan ...(arti gise basarisi)...bence bu film gerçekten alkisi hakediyor.........alkisi hakettigine verelim; bu filminde hakki bence büyük bir alkis olmali.....	movie	positive
filmi bekledigimin altinda buldum..konusu ilginç olmasina ragmen ilk yarim saatten sonra sikici olmaya basliyor...özellikle ikinci yarisi artik bitsede gitsek izlenimi doguruyor..bence zaman kaybi. ().	movie	negative
hayatimda ilk kez sinemayi yarida terkettim... amaçsiz bir film.. duygusallik diyorsunuzda bence genede saçma... ellerinde süper bir konu yaratmislar oyunculuk ve iliski sifir.. kesinlikle frangmanina kanimisim....	movie	negative
tam bir jet-li klasigi herkese tavsiye ediyorum..	movie	positive
izlenmesi gereken bir film...kevin bacon 10 numara bir oyunculuk sergilemisve filmdeki gerilim aksiyon çok güzel oturtulmus izleyin..	movie	positive
senaryo çok kliskdi ancak ona ragmen çok kötü kurgulanmisdi oyunculuklar çok amatördü. finali güzel diye umdum ama finalde çok saçma olmusdu bence izlemeye degmez .	movie	negative
film müthisti gerçekten etkileyici bir anlatim olmus.oyuncularin performansida harikaydi.her zaman sürprizleri olan bir filmdi bence.notunuda hakettigine inaniyorum.herkes izlemeli.	movie	positive
yaaa.ne zaman çikacak bu film.merakla bekliyorummm...fragmani güzel.sanirim bu sefer korkacagiz....	movie	positive
bu filme gelinceye kadar izlen,lmeyi hak edecek onbinlerce film var.eger elinizde baska bir film yoksa izleyin derim.sadece son sans olarak izlenebilir..	movie	negative
anlik verdigimiz kararlarin ve fazladan ya da eksik attigimiz bir adimin hayatimiza ne kadar farkli yön verebilecegini muhtesem kurgusuyla bizlere anlatan bir film. hayran kaldim. kesinlikle favori filmlerim arasina girdi... bence mutlaka izlemelisiniz....	movie	positive
gerek senaryodaki akicilik gerek oyunculuk gerekse konusuyla son zamanlarin en iyi filmi herkesin gormesi gerek.kult filmler arasina girecek mutlaka.	movie	positive
harika bir film..bence eskiyanin yabanci versiyonu..saw'un yönetmeninden olmasi da ayri bir güzellik katmis filme....	movie	positive
ben bu filmi 7 kez izledim ve dönem ödevimi bunun üzerine yapacagim haika bir film her izledigimde agladim..	movie	positive
çok güzel duygusal bir filmdi.çocuklar herzaman saf ve çok iyi niyetli oluyorlar.fransiz filmleri gerçekten çok güzel oluyor.severek ziliyorum.bu filmde gerçekten çok güzrldi.tavsiye ederim izlemenizi..	movie	positive
bu film puani bile haketmiyor bi de görsel efekt var demisler sinemada degil filimin içinde olsan da bu film izledigim en kötü filmlerden biri.	movie	negative
kadro ve senaryo bakimindan saglam bir o kadarda bilindik bir film ama olsun jet li ve jason filmi kurtarmis jet li daha ön planda heyecan dolu bir film olmus izlemeye deger....	movie	positive
çagan irmak 2 in filmi oldugu için büyük bir beklenti içinde olmayin arkadaslar. bu sefer olmamis. sürekli bir sey olacak film konuya girecek diye bekliyorsunuz ama bosuna. sadece son 10 dakikasi tüm filmi anlatiyor. sürpriz son yapilmak istediysede bence olamis..	movie	negative
iste 16 17 yaslarinizdaysaniz gidebilirsiniz..	movie	negative
harry potter serisininen kötü filmi umarim diger filmi daha güzel olur izleyeceklere gidin derim ama hos bir film degildi.	movie	negative
harika ßir final çok iyi oyunculuklar.	movie	positive
artik 90'larin aksiyon oyunculari bence emekliye ayrilmali,aynen yasli insanlarla film çekmisler,buda filmi yavaslatmis.kisacasi olmamis..	movie	negative
hayatimda izledigim en güzel filmlerden bi tanesi.. müzigin görsellikten çok daha öte bir duygusal kipirti yaratacaginin en güzel kaniti.. kesinlikle tavsiye ediyorum..	movie	positive
ayrica filmin müzikleri çalarken çok duygulandimyabanci müzisyenle çalisilmis müzisyenin yaban ci oldugunu ögrenince düsündüklerim beni hakli çikardi türkler iyi bir film yapti ama müzikler film kadar güzeldi..	movie	positive
siradan bir film,gerard butler a yakismadi..	movie	negative
sikici ve çok basariz bir çalisma; resmen, tarihin karanlik sayfalari önünde yok olmus bir figürü aklama çabasindan öte gidememis bu film. mantik yok, kurgu yok; bosuna vakit kaybi bence .	movie	negative
tykwerin zaman kavramini son derece iyi isledigi filmi.zaman 2 kere geriye dönmektedir ve her seferinde siz de apayri tat birakmaktadir..	movie	positive
tarantinonun en iyi filmi.zeki yönetmen,müthis oyuncular,farkli hikayelerin zekice birlesimi....	movie	positive
aksiyon bol görselik de ayni sekilde. ancak film derinlikten nasibini almamis. film hangi konuyu hangi tarzi islerse islesin bence filmin içinde bir derinlik olmali cevapsiz sorular birakmali. neyse gende seyirlik ama izlemesenizde hayatinizdan bisiler eksilmez.  ( oda görsellik için).	movie	negative
ihanetin kaçinilmaz, askin ise sadece belli bir süreçten ibaret oldugunu kanitlayan film, ötesi yok, izleyin..ve ayni zamanda insan irkinin nefsine yenilme tutkusu ile muhtesem zaaflari gözler önünde :))dahice hayata bakilmasi gerektigini ögreten bir film, muhakkak bir kez izlenmeli ,5.	movie	negative
bogazimda dügümlenerek. gözyaslarima hakim olamadigim. ve zaman zaman kahkahalar attigim,. romantik kismi agir basan. ama komedisiyle lezzetlenmis güzel bir film... benim gibi film izlerken aglamayi sevenler -mazosist-  bu filmi kaçirmasin. iyi seyirler../9. .	movie	positive
bu güzel gerilim filmi daha iyi bir sonu hakediyordu bence.. izlerseniz vakit kaybetmis olmazsiniz...	movie	positive
en iyi özgün senaryo dalinda aldigi ödülü kesinlikle hakeden bir film ve en begendigim özelligi filmin kendi içinde gizledigi o rebelatif mesajdi hayata,monotonluga,kliselere baskaldiran bir baskaldiri hikayesi. .	movie	positive
