Country	Domain	ID	Polarity	Product	Rating	Software	Text
Kuwait	restaurants	4951	Positive	بوبايز			  بوبايز بشكل الرئيسي يبيع الدجاج و الوجبات السريعة مثل البرغر و المأكولات البحرية و غيره طعمه رائع جدا جدا و خدمة التوصيل سريعة جدا و تنظيم المطعم و نظافته ما شاء الله و عندما تزوره لن تندم ابدا أبدا وفي فرع حولي تحت المطعم في ألعاب للأطفال أتوقع أن الجميع سيزوره وكمان في أشياء غيرها كثييير لازم تزوروه بس لا تنسى أن تظغط على نصيحة  و سعره رخيص مع تحياتي
Saudi Arabia	shopping	430	Negative	الخبر مول			أشوفها كثير على طريق الملك فهد قلت خلني أدخلها مول عادي جدا ما راح أرجع لها مره ثانية  والمشكلة انه يقع في حي الحزام الذهبي أرقى أحياء الخبر والشرقية .
Jordan	Fashion	2010	Negative	بيورل			أسعاره كتيررر غالية،يعني لدرجة خورفة للزبون مع احترامي ،لانو الأواعي مو ماركات ولا صناعة باريس،فا ما بعرف كيف فستان قصير ساده و ناعم كتير ب 230 و 270 دينار
Jordan	Fashion	1609	Positive	جي 2000			انا بشوف اسعارو معقوله بنسبه لخامات البضاعه وبالذات وقت التنزيلات جد اسعار كتير ممتازه وعندو تشكيله جميله ومميزه
Saudi Arabia	Fashion	1589	Positive	سنتربوينت			(جيد جداً) قبل 3 أيام غالبا لما اروح العثيم لازم اخذ لي لفه عليه يوسع الصدر فيه كل شي أسعارهم حلوه ومناسبه من ملابس نهائي واطفال ورجال على اكسسوار للبيت واثاث كمان وفيه قسم اشغال مدرسه وحاجات غريبه احب اشيك عليه دايم
Saudi Arabia	restaurants	3699	Positive	مطعم السرايا التركي			(جيد جداً) قبل 11 شهر السلام عليكم في الاول مطعم السريا التركي غني عن التعريف تماما لانو مطعم يوجد فيه كل مايخطر في البال وان كنت تملك الكثير من المال او القليل تستطيع ان تائكل منه ..من عيوب المطعم لا يوجد به مساحه كفيه يعني ممكن تجي ماتلقى ماكن للعيله ..ثاني شئ يتاخرون شوي في تقديم الطلبات ....افضل الطعام الموجود عنده الكباب . والكبه ..والشاورما ..ديكور الماكن رائع وتصميم ياخذك لتركيا ..
Eygpet	Political	339	Positive				زعيم بجد
Yemen	Political	414	Positive				سيدي الرئيس اعمل بقوة واضرب بيد لاتلين على كل خارج عن القانون والنظام ولاتعمل حساب لااحد
Saudi Arabia	hotels	4705	Negative	فندق هيلتون			السلام عليكم يعطيكم ألف عافيه. في وجه نظري الفندق جميل ولاكن لايستحق سعره مهما كان الفندق فخم وجميل لايمكن ان يكون سعر الغرفة لهذه الدرجه تصل الى 2000 ريال.
Eygpet	Political	257	Positive				خطوات موفقة من أجل اليمن الجديد
Jordan	hotels	4810	Negative	سكن بادان للطالبات			مزبله بكل معنى الكلمه، والمعامله سيئة لابعد الحدود، ناس مريضين نفسيا.
Qatar	restaurants	6384	Positive	بندروزا			  مطعم ممتاز يقدم رسميا الستيك و لديه يوفيه مفتوح سلطات و سناكس و باستا و نوع واحد من الارز ،، المكان بشكل عام ممتاز و هادئ ، من وجهة نظري أفضل فرع الدفنة ، بجانب مسجد الشيخة موزة السعر جيد بالنسبة للستيك من 45 - 85 و البوفيه ب 45 اذا طلبت ستيك يطلعلك البوفيه مجانا ......
Qatar	restaurants	6329	Negative	أوريكس روتانا			(سيء جداً جداً) الاستاف اللي شغال مافيش زيهم في الاطتهم وتعاليهم على رواد المكان بصراحه خدمه سيئه جدا رغم جوده المأكولات والمشروبات لكن العاملين في سيئين جدا جدا جدا اسلوبهم رديئ وسيئ للغايه
Saudi Arabia	restaurants	2765	Positive	القنديل الذهبي			  قبل سنة واحدة أمس جربت عندهم فيليه السمك ... الصراحة مو زينة. الثوم عندهم كويس ... والخدمة كويسة و ما في زحمة في وقت الغداء
Qatar	Fashion	6250	Negative	pos مركز العالم الجديد			(سيء) برأيي مكان كريه وكل الي فيه كومة اشياء بدون اي فايدة طبعا في وجود المحلات المنافسة ،، الا شغله وحده بس الي هي الزجاجيات بشكل عام من كاسات شاي وعصير وهيك اشياء
Saudi Arabia	restaurants	3650	Positive	مطعم الأفندي			  قبل 7 شهور اكلهم طعم مرة بس ما عندهم اي اهتمام بالنظافة والخدمة زينة عندهمتنوع واضح بالقائمة والاهتمام حقهم بالزباين يشعرك يالراحة اسعارهم زينة مهب غالية جربوه
Qatar	Cafes	6220	Positive	خان الفاروق			(جيد جداً) المكان فيه جو شرقي و مصري اصيل مع الموسيقي و تنوع انواع السيسه المختلفة و بالنسبة لجودة الطعام فهي ممتازة، و لكن نظرا لإرتفاع الأسعار فلا تستطيع الذهاب كل يوم.
Saudi Arabia	Bakeries and Goodies	798	Positive	كاندي راش			المحل هذا من ما فتح وانا تقريبا يوم بعد يوم عندهم من زين المنتجات الى عندهم الحلويات والجلي وبعد الشكولاتات الذيذة الى كل الاطفال يستمتعون فيها احب اخذ من عندهم هدايا يلفونها بطريقة مغرية الاسعارحلوة كلها بمتناول اليد من 30 وعندهم اسعار اغلى شوي تصل تقريبا 200ريال انصح فيهم اذا كان في اعياد ميلاد او حفلة اطفال او مولود جديد جربوه
Saudi Arabia	restaurants	3666	Positive	مطعم البحصلى			(جيد جداً) قبل سنة واحدة وهل يعلى على المطاعم اللبنانية كل ما لذ وطاب من الاكلات المتنوعه والنظافه والترتيب كل شي في مكانه الصحيح والاسعار في متناول الجميع الطعم الطازج للمذاق الالذ هنا تجدوة في هذا المطعم لا تفوتوا الفرصه وزوروة عن قريب محدثتكم من عشااااق المطعم
Saudi Arabia	restaurants	3716	Positive	مطعم السرايا التركي			  قبل سنة واحدة السرايا انا جربته 3 مرات وماعندى مانع اجربة مرة ثانيه المطعم يعطيك احساس بالراحه والخصوصيه هادي جدا مافي اى ازعاج استقبال بشوش لزباين النظافه باينه عندهم لان كل شئ تلاقي على الطاوله مغلف القائمه كبيرة ومتنوعه تقدرى تطلب الاكل وانتى مطمنه بمعنى ثاني لو طلبت صحت حمص اعرف انك راح تشبع لانه كبير والسعر مناسب 7 ريال الصحن وعندهم كباب باذنجان ماذقت مثله باى مطعم او ماسمعت فيه غير عندهم الجلسة مزخرفه وحلوه لاكن عيبهم ضيقه مرة الجلسات عندهم للعائلات الله يكرموكم الحمامات نظيفه جدا والصابون الى فيها له ريحه حلوه السعر للعشى ماهو كثير ل4 اشخاص 250 ريال انصحكم فيه وبقوه بعد ونسيت في مثل قطوف العنب في السقف تحس نفسك بمكان خارجي
Saudi Arabia	restaurants	5792	Negative	هرفي			وحنا صغار كان مرة مميز من تنوع ونظافة وسرعة بالخدمة بس الحين ابد دايم اشوف الفرع الى عندنا مسكر من قبل وزارة الصحة من كثر ما يكون عليهم بلاغات ابد الحين ما اكل من عندهم ولا انصح فيهم احد بعد
Eygpet	Political	765	Negative				شوف حال البلد المتنيل وشوف وظايف الشباب وشوف الحرامية اللي متعينين في الوزارات اوف
	Software	590	Positive		5.0	team viewer	ممتاز الاخ mazn حمل البرنامج بالكمبيوتر وحمله بجوالك واعمل اتصال بتسجيل رقم الهوية الموجود بالبرنامج ويقبل بعدها يطلب الرقم السري بيكون موجود بعد ما تدخل الهوية اي رقم الهوية
Kuwait	shopping	5917	Positive	الصفاة مول			  صفاة مول هو مركز فيه كل شيء و منظم وفيه أقسام عديدة منها للسيارات و للأثاث و للألكترونيات و لكل ماتططلبه العائلة و المكان روعة نظيف و أي شي تريده أذهب الى هناك فمثلا كنت تريد أن تشتري آي فون في علي كفالة والأقساط رخيصة جدا و كمان بيكون أصلي 100 بل ميه و مثلاً بدك تشتري سيارة الإقصاط رخيصه و كمان لا تنسى أن رح يعاملوك أحسن موعامله و أقول للجمع الناس بزيارته وكمان أضغط  مع تحياتي في نصائح أخرى أنس الدله و سلام عليكم و رحمته الله و بركاته.
Saudi Arabia	hotels	2064	Negative	فندق فور سيزونز			  قبل سنة واحدة عنده فطور يومي . بصراحة انا ما عجبني فكرته هاي السنة . تقريا كلفة الشخص الواحد 150 ريال . فكرته الطبخ امام الزبائن والريحة اتفووح بالفندق و ريحتك بتصر أكل ......................
Yemen	Political	1152	Negative				دامك انت الراعي .. المفروض تحمي رعيتك.. وانت من سيحاسب أمام الله عن كل قطرة دم ازهقت في دماج وفي جميع أنحاء الوطن الحبيب..
Saudi Arabia	restaurants	2562	Positive	أوتباك ستيك هاوس			  قبل 8 شهور مطعم امريكي متخصص بالستيك (اللحم البقري المشوي ) نظيف جدا خدمه ولا اروع اسعار معقوله طبقا لمتطلبات السوق يوجد مواقف خاصه غرفة الاعاب للاطفال و يوم الجمعه تلوين للوجه انصح كل من يجيه يسال عن نور النادل المفضل لي.
Jordan	shopping	272	Positive	كارفور مول عمان			كارفور بصراحة يحتوي على اصناف طعام متنوعة ومميزة والاسعار كمان بصراحة بنصح الجميع فيه وخاصة ايام العروض
Eygpet	Political	327	Positive				ربنا يكرمك يا نسر
Yemen	Political	894	Negative				من يحارب الإنقلابيين، يقابل رئيس الإنقلاب.. على هامش جثث ضحايا البلدين.
Kuwait	hotels	4559	Positive	منتجع هيلتون			"  اقام منتجع هيلتون – المنقف بهذه المناسبة خيمة رمضانية عملاقة لتقديم أشهى المأكولات إضافة إلى تراسين إثنين وخيم منفصلة خارجية بالقرب من الشاطىء يتم فيها تقديم الشيشة والقهوة في الهواء الطلق إلى جانب مجموعة من النشاطات الترفيهية العائلية وتقديم العديد من الجوائز من خلال أربع سحوبات أسبوعية. وعبر مدير منتج أودي الكويت كيفن هيوز عن سعادة الشركة لرعايتها هذه الخيمة الرمضانية في منتجع هيلتون ""حيث يرتبط إسم المنتجع بكرم الضيافة"". وأضاف هيوز أن شهر رمضان يعتبر شهرا مميزا وفرصة كبيرة لعرض جميع موديلات سيارات أودي خلال شهر كما أن منتجع هيلتون يعتبر المكان الأفضل للعائلات ولعملاء شركة أودي للتمتع بالإفطار والسحور في جو راق وممتع. من جهته قال مدير منتجع هيلتون اندريه بوسارد إن رعاية أودي لخيمة رمضان تشكل فرصة كبيرة للمنتجع لتقديم أشهى المأكولات والمشروبات الرمضانية لزبائن المنتجع في وجبات الإفطار والسحور والغبقة. وأكد بوسارد أن إدارة المنتجع تتوقع زيارة ما لا يقل عن 500 شخص يوميا للمشاركة في الإفطارات والغبقات والسحور."
Saudi Arabia	restaurants	2389	Negative	الفخار			  قبل سنة واحدة اسعد الله اوقاتكم جميعا الفخار بصراحه انا اليوم كانت زيارتي له واول سؤال طرحته عليهم ليش المحل قبل فتره تقفل من قبل البلديه وكان الجواب انه احد جيران المحل او السكان اللي حول المحل قدم بشكوى رسميه للجهات المعنيه بأن السيارات تقف امام بيته واكثر من شخص دخل في هذه الشكوى وقامو بإقفال المحل وانا قرأت قبل انه حالة تسمم ولكن اتضح لي الان سبب الاقفال بعد ما دخل المحل نظيف جدا مستوى متوسط في التقديم ولكن اللي استغربته اسعار بعض الاشياء عندهم مرتفعه جدا المشاوي بالذات يعني تخيلو سيخين شيش واثنين كباب دجاج وواحد اوصال وواحد ريش 70 ريال ليش والله حرام وغير كذا والله اول ما وصل الطلب انا بصراحه بالذات المشاوي باااااارد وقلت له يرجعه ما بغيته وجاب لي طلب ثاني حار وخليته يشويه طازج لكن بصراحه انا السلطه عنده احبها الفتوش والحمص كمان حلو عنده ولكن هذي الملاحظه اللي كانت عليه ولكن بصراحه ماهو الفخار اللي جيته قبل سنه تغير بصراحه ،،،،
Kuwait	entertainment	4279	Positive	منتزه الشعب			  يتميز منتزة الشعب الترفيهي بانه يقع على شارع الخليج منطقة الشعب يحوي العديد من الالعاب المثيره للكبار والصغار ويحتوي على الصاله المغلقة والمطاعم والكافيهات وتضم ايضا سينما الشعب الخاصه بالافلام الهندية و يوجد منتزه الشعب الترفيهي في مدينة الكويت - حولي: شارع الخليج العربي - بجانب محطة الفا
Jordan	restaurants	5596	Negative	شاورما ريم			سمعت عنه كتتتتتتير بس للامانه مش هالقد ابدا ابدا اللحمه مش مستوية ابدا وكمية بصل خيالية
Eygpet	Political	589	Positive				ارجوا لك ولهم يا رئيسنا الهمام التوفيق والنجاح....... كما نرجوا ان تترسخ دولة المؤسسات التي مهما تغيرت الشخصيات تبقي المؤسسة تعمل حسب الخطط الموضوعة مسبقا لمصلحة العباد والبلاد ومستقبل أفضل لنا ولأبنائنا. وتقبلوا فائق الاحترام والتقدير.
Saudi Arabia	Bakeries and Goodies	811	Positive	كون زون			بما انه فصل الصيف قرب كون زون ايس كريم عال الجودة طعم و لااروع يقدمون العديد من النكهات والخلطات و دائمى التجديد وكل فترة يقدموا نكهان جدبدة ولديهم العديد من الفروع كما ان منتجاتتهم متوافره فى اغلب السوبرماركت وباسعار مناسبه جرب ايس كريم ولن تندم
Saudi Arabia	restaurants	3164	Positive	ستيك هاوس			  قبل 8 شهور أسعارهم شوي غالية والمشروبات بعد اسعارها اكثر من المتعارف عليه الديكورات حلوة الخدمة سريعة والتعامل مع الزباين زين خدمة التوصل متوفرة بس مرة بطيئة الجلسة مريحة خدمة الاصطفاف متعبة شوي انا انصح فيهم
Saudi Arabia	hotels	2130	Positive	شيراتون الرياض			  قبل سنة واحدة رمضاناً مباركاً يعاد عليكم بالصحة والعافية إختبر الراحة والخدمة المميزة التي يقدمها في فندق شيراتون بالرياض بديكورات رمضانية مميزهـ وآجواء رمضآنية مفعمه بالحيآهـ و أيضاً تمتع بطعم البوفيه الذي أعده الشيف خصيصا لجو من الإسترخاء في مكان مميز.
Qatar	shopping	6614	Positive	سيتي سنتر			  بحب أتسوق من سيتي سنتر منه تسوق من كارفور ومنه كل ما احتاجه من باقي المحلات وبعد كل المشي اللي بهد بنروح على مطعم لأنا بنكون كتير جوعانين
Yemen	Political	586	Positive				مثل هكذا مشاريع هي من ستعيد الدولة والشرعية.
Saudi Arabia	restaurants	2628	Positive	الرومانسية			(جيد جداً) قبل سنة واحدة بصراحه المطعم جيد جدا وبصراحه اكثر مافيه مطعم تقدر تقول انه الافضل لكل مطعم طريقته وقد يتميز بأكله معينه تعطية الانطباع العام وفي النهاية الناس اذواق المهم ان يكون نظيف وطازج ومطبوخ بعناية
Eygpet	Political	89	Positive				الله يحفظك سياده الرئيس ويسدد خطاك وينصرك على اعداء الوطن يارب
Saudi Arabia	restaurants	3438	Positive	كوخ البيتزا الدمشقية			  قبل سنة واحدة كوخ البيتزا مشهور بطعم البيتزا الدمشقي الرائع التي ليس لها مثيل من مكونات طازجة ورائعة والسلاطات بعد لهم فن رائع فيها والطلبات سريعة جدا وبعد العصاير طازجة جدا انصح الجميع فيه
Jordan	hotels	4598	Negative	جراند ايست			انا نزلت اول ما فتح في عيد العمال وكان سيء جدا جدا من كل شيء خدمة ونظافة واكل وطلعت وانا طالعة روحي والان في شهر سبعه حكولي انهم غيروا الادارة وحسنوا الفندق وانا رديت عليهم وزرت الفندق او لقيتوا اسوء من اول الفندق سيء جدا وحرام عليه النجمه
Saudi Arabia	restaurants	3462	Positive	كوشي باشي			(جيد جداً) قبل 4 شهور اكله لذيذ انصح بالمشاوي المشكلة بس سعره غالي صحن المشاوي ب 69 ريال فيه سيخ كباب و سيخ شيش و سيخ لحمة قطع رقيقة مو شقف و مالح زيادة بس يعتبر لذيذ و للاسف ما في تنوع بالاكل
Jordan	restaurants	5452	Negative	الطازج			"اسم على غير مسمى، الاكل عنده كتير بشع، مرة وحدة وحرمت أعيدها بعدين رحت عنده في رمضان كنت معزومة فيه ع الفطور، الله لا يورجيكم الاكل، جابلنا وقتها كبسة وعليها قطع جاج، لا تذكروني ببشاعة الطعم، طبعا الى جانب السلطة اللي كل فرمة ""قطعة"" فيها ما بتشبه التانية ابدا، وكم قطعة مخلل خيار كله ملح، مش بيقولوا العين اللي بتوكل؟ منظر الصحن وقتها خليني أزيحه ع جنب وأفطر على اللبن، اللي جابلنا اياها بالكاسة البلاستيكية أصغر حجم، يعني مش مكلف خاطر يقدم صحون، هالروحة على رأي فيروز: تنذكر وما تنعاد."
Yemen	Political	576	Positive				الأمل قريب. زعيمنا يقول كلام رصاص. عفاش حوثي وكل ومن يايده بيباي
Saudi Arabia	Fashion	1878	Negative	مركز الهرم التجاري			مركز الهرم التجاوي في بدايته كان هدفه خدمه الطبقه المتوسطه , وكانت اسعاره في متناول هذا الطبقه ,, ويتوفر لديهم أقسام لكل افراد الاسره , وكان المغتربين يجدونه فرصه رائعه لشراء الهدايا ,  لكن الان اختلف الوضع تمام فاصبحت اسعاره مرتفعه نظرا لجوده القطع لديه , فمثلا بنطلون الجينز لديه ب 70 ريال وليس بالجوده المطلوبه ويمكن ان اخذ بنطلون بموديلات احلى وجوده اعلى من (سيتي ماكس ) او (رد تاغ ) او (نيو لوك ) بنفس السعر تقريبا 
Kuwait	restaurants	5032	Positive	مطعم الشويخ			  مطعم في منطقة الشويخ الصناعة يقوم بعمل المعجنات وقد جربتها أكثر من مرة لاسيما فطائر الزعتر والجبنة، واسعاره ممتازة فقد اشتريت بدينارين فكفى لذلك لي ولاسرتي ونحن 4 اشخاص وقد بدى اعجاب اولادي به، صراحة مطعة شعبي لكنه غني بالزبائن واذا سألت اي واحد في الشويخ الصناعية عن فطاير ومعجنات الشويخ ستجد الكثير من يرشدك، بل ان احدهم اذا اراد ان يوجب صاحبه اشترى له غداء من هذا المطعم ....جربه ولن تندم
Saudi Arabia	restaurants	3387	Positive	فوركيتا			  قبل سنة واحدة اخر مره زرته قبل سنتين كان اكلهم لذيذ خصوصا البيتزا واللزانيا عليها طعم خيال والاهم ديكوراتهم مررره جذبتني كان مطعم جميل وان شاء الله اعيد التجربه
Saudi Arabia	restaurants	3163	Positive	ستيك هاوس			(جيد جداً) قبل 8 شهور اكلهم مرة يجنين وبعد طريقة تقديمهم للوجبات جنان الاسعار مرتفعة شوي بس الاكل الى يقدمونها يستاهل الديكورات تهبل انا انصح الكل بالتجربة
Qatar	shopping	6695	Positive	لاندمارك			"  هذ المول هو الأفضل من بين جميع الراكز التجارية بالدوحة فهو يتميز نسبة إستقطاب علية نم الجماهير المحبة للتبضع وقضاء أمتع الأوقات مع العائلة فهو يضم أشهر الماركات العالمية و مطاعم ""الفاست فود"" و ""السينما"" و ملآهي للأطفال"
Qatar	restaurants	6532	Positive	مطعم قصر شبستان			  مطعم ايراني فاخر يقدم جميع أصنلف الكأكولات اللتي تروق جميع الاجناس و جودة طعام مميزه و أساره جيده نسبه الى طعامه و المعامله مميزه .
Jordan	shopping	276	Positive	كارفور مول عمان			عروض دائما متجددة، اسعار السلع منافسة، كفالة جيدة و منطقية، الباركينج دائما متوفر
Saudi Arabia	restaurants	2815	Positive	برجر بوتيك			  قبل سنة واحدة انا بصراحة احب ازورو دائما مع الاصدقاء لا الجلسه فيه مرة حلوة وممتعة والاكل عندهم له ميزة وهي الطعم الى عندهم ماله مثيل وصعب تلاقاه باي محل ثاتي والعصائر حقته كلها فرش الله وش زينها انصحكم فيه وراح تشوفون الفرق
Jordan	shopping	220	Positive	كارفور مول عمان			يوجد فية الكثير من الاغراض و السلع و الاطعمة و الملابس و اكل و فاكهة انصحكم به و لحومهُ نضيفة و مناسب لشراء منه لوجود عزومة لديك .
Saudi Arabia	restaurants	3054	Positive	حديقة الشاي			  قبل سنة واحدة المطعم سابقا كان رائع منذ سنتين والآن اصبح الكثيرون يرتادونه مما لايجعل الشخص يرتاح بالجلسة الساندويتشات رائعة ونكهتها جيده ولكن السلطان تختلف من وقت لآخر .. طلبت لشخصين ساندويتش جمبري واخر دجاج وسلطة سيزر وعصيرين وماء بقيمة 125 ريال الساندويتش لذيذ ولكن الخبز قاسي كما هو الخبز الفرنسي وعلى فكره زرته اكثر من 3مرات في فصل الصيف
Saudi Arabia	Fashion	1909	Negative	ايتام			أيتام كان جداً رائع وأنا شريت من عنده ايام زمان بس بالواقع الحين طلعت محلات احلى منه ولما ادخل محله بصراحه بضاعته مو زي أول الحين صار بايخ وماايعجبني بس أدخل واتفرج على بضاعته
Jordan	shopping	235	Positive	كارفور مول عمان			الاقسام بحتوي على جميع الحوائج اللي بتخطر على بالك من مأكولات ومونة ومعلبات واجبان والبان ومثلجات ومجمدات وخضرة ولحوم والمخبز والمكسرات والمشروبات والادوات المنزلية والكهربائية والعاب الاطفال والتسلية والملابس والحديقة ومستلزماتها وادوات التنظيف كل شيئ بخطر على بالك بتلاقيه
Saudi Arabia	restaurants	3224	Positive	سماش برجر			  قبل شهر واحد المطعم ممتاز من ناحية الخدمة والاسعار القائمة عندهم مرة زينة كلها سندويشات تجنن خدمة التوصيل متوفرة وكل المكونات الى يحطونها طازجة وطعمة انا جربتهم وانصح فيهم
Saudi Arabia	restaurants	2536	Positive	أبو كمال			  قبل 5 شهور عندما تذوقت الطعام فى ابو كمال وجدته فوق الخيال وحسيت انى بأكل فى منزلى النظافة فوق الوصف قائمة الطعام مملوءة بالوجبات الجو العام جو اسرى وعندما عملت به كمعلم مشاوى احسست بهذا الجو
Saudi Arabia	hotels	2149	Positive	صحارى			  قبل سنة واحدة راقي جدا خصوصا المطاعم وايضا الاسواق واتمنى انهم يجيون فيه الماركات الي ماتوفرت فيه مثل فكتوريا سكرت ايضا اتمنى يكون هناك في محل فقط متخصص بالازيا الكوريه لاني من جدا احبها كثير
Jordan	restaurants	5359	Negative	هاشم			مطعم مشهور ليس إلا الأكل مو كتير جودته .. النظافة صفر والتعامل مزعج لو كنت جوعان ومارر من جنبه ما بفكر آكل
Jordan	shopping	255	Positive	كارفور مول عمان			رمع انهم بيحاولو يحافظو على النضافه وبيستعملو معدات حديثه بس بتسبب ازعاج للمتسوقين وبنفس الوقت المساحه المطلوب تنظيفها كبيره وغير مسيطر عليها فالمكان شبه انضيف
Eygpet	Political	54	Positive				رجال مصر الشرفاء
Jordan	hotels	4837	Negative	هوليداي إن عمان			للأسف ما الكم رقم تيلفون على الموقع
Kuwait	restaurants	4968	Positive	دجاج تكا			  مطعم مشاوي بامتياز، يتميز بالنظافة والجودة وحسن الضيافة والاسعار المعتدلة كما يتميز بموقع واطلالة فريدة ، انصح بالزيارة والتجربة
Saudi Arabia	restaurants	5671	Negative	مطعم السرايا التركي			لي تجربه سيئه منه قبل كم سنه جتنا حالة تسمم من الشاورما حقتهم الله لايعيدهااااا ولا فكرت اعيد التجرررربه
Saudi Arabia	Cafes	1173	Positive	يمي تمي			انا احب الكب الكيك عندهم له نكهات مميزة وانا جدا احب اخذ منهم لما يكون عندنا ضيوف الله الكل يسال من وين هذا الكب الكيك من كثر النكهات المميزة فيها انصح الى يحب الكب كيك يجربوه
Saudi Arabia	restaurants	2540	Positive	أبو كمال			  قبل 9 شهور يقدمون اكل مميز وطعم وبعد طريقة تقديمهم للاكل يقدمونها بفن وذوق الاسعار عندهم زينة مهب غالية تناسب الجميع الديكورات مريحة نفسية والجلسة عندهم تجنين ما عندهم خدمة التوصيل انا انصح فيهم بس من غير اوقات الذروة لان دايم يكون عندهم زحمة وبعد انا احسهم مرة بطيئين باحضار الطلب
Qatar	restaurants	6362	Positive	البندر			  بالنسبه لهذا المكان فهو من اروع واحلى الاماكن في قطر ,يطل على البحر وعلى جميع الابراج اللي في قطر يمتد على البحر جسور صغيره الحجم والقعده هناك ماتنمل ابد يفضل زيارته في الليل واوقات البرد .فيه كافتيريا تقدم احلى كرك وهورلايكس وطبعا سندوشات جيده ..مكاان اكثر من خيالي
Saudi Arabia	doctors	1303	Positive	عيادة الدكتور محمود الصباغ للأسنان			من افضل عيادات التجميل بالرياض انا جربتهم من كم شهر والحمد لله انحلت مشكلتي عندهم وكانت شعر زائد بالوجه والحين انا مرتاحه من المشكله هذه مركز نظيف استقبال زين اسعار غاليه الصراحه لكن بسبيل الراحه وانك تلاقي فايده اكيد ماتستخسر المبلغ انصحكم بالتجربه
	Software	500	Positive		5.0	Hangout	رووعه برنامج رائع
Saudi Arabia	restaurants	5678	Negative	القرية النجدية			للاسف الشديد اكلهم مره عادي . وجدا غالي !
Kuwait	restaurants	5040	Positive	مطعم الصنوبر			(جيد جداً) بنصح الجميع يجربوه لانه اكله بشهي و عنده اطباق متنوعة من المشاوي والاسماك والشيشة هناك وايد حلوة . وهناك اماكن مخصصة للمدخنين والغير مدخنين . وموقعه جدا جميل عالبحر .
Yemen	Political	1172	Negative				حللت الختامه يابن الكلب
Eygpet	Political	653	Negative				الوزاره دى فاشله جدا
Jordan	Fashion	1946	Negative	دايناميت			محل فاشل وبضاعة سيئة وخدمة رديئة واسعار عالية عالفاضي اشترت بنتي منه بنطلون باربعين دينار اجت تلبسه اول لبسة انمزعت رجله اخدتلهم اياه وعدوني يخيطوه كله حتى ما تتكرر المشكلة رحت اجيبه وكان الخياط موجود ورفض يصلحه كله راحت المسؤولة طلبت يعيده وقعد البنطلون عندهم اربع ايام ما حكوا معي اروح اجيبه فرحت لحالي لقيته جاهز سالتها ايش ما اتصلتوا معي فسكتت اول يوم العيد الصبح انمزعت الرجل التانية وتغلبنا كتير لعرفنا نخيطه وبالليل كانت كل الرجل فارطةيعني كبينا اربعين دينار بالزبالة من وراهم ومش بنتي لحالها اللي صار معها هيك لانه الاكياس اللي راجعين من عند الخياط كان فيهم اكتر من بنطلون بقياسات مختلفة والمسؤولة ما قبلت ترجعلنا فلوسنا مع انه مش ذنبنا انه بضاعتهم سيئة ومحلهم ما فيه اشي مناسب نصيحة ابعدوا عن المحل بلاش تتورطوا متلنا
Saudi Arabia	restaurants	3530	Positive	ليتل سيزرز			(جيد جداً) قبل سنة واحدة انا يعجبني هذا المطعم يقدم لك بيتزا لذيذه جدا انا شخصياً ما ابطي عنه ومن وجهه نظر شخصيه انا اعتبره من افضل مطاعم البيتزا لا يفوتك البيروني ’ المكسيكيه وبعدين ميزه البيتزا اللي يقدمونها قليله الزيوت
Saudi Arabia	restaurants	2529	Positive	أبو كمال			  قبل سنة واحدة ابوكمال ممتاز جدا وبصراحة مشاوي لذيذه وشاورما رائعه وعصيرات كل شي ممتاز ونظافة ممتازة وخدمة اكثر من ممتاز واحترام وابتسامة ويوجد لديهم قسم عائلات ولديهم فرع جديد بالسويدي مخرج 25 طريق مكة انصح بزيارته تحياتي
	Software	627	Positive		5.0	Skype	برنامج روعه خصوصا للاتصال علي اوروبا وامريكا ولكن لا فايده من الاتصال ع الدول العربيه لان كلفه الدقيقه مقاربه لاسعار دقايق الجوال محليا ،،،بمبلغ بسيط تقدر تحصل علي اتصلل مفتوح ع دول امريكا واوروبا جوال وثابت
Jordan	restaurants	5658	Negative	أزكدنيا			"كنا 3 شباب نبحث عن مكان جديد حتى نتغدى، قررنا نجرب أزكدنيا لأنه شفناه على صفحة جيران الرئيسية. إستقبال الجرسون ما كان جيد، زي كأنه إتشلبك لما شاف 3 شباب. صار مش عارف وين يحطنا مع إنه المكان نصف فارغ. بعد ما وقفنا شوي و هو بيفكر، قر يجلسنا في الداخل جنب المطبخ، زي كأنه مستحي منا أو إنه جايين نشحد. اعترضت على المكان فأرتبك أكثر و قال إنه كل الطاولات الأخرى محجوزه. استنكرت فقال لي ""استنى و شوف كمان شوي بيتعبوا الطاولات""...طبعاً بيحكي عن أكثر من 10 طاولات المفروض أنها محجوزة. بعد ما اصرينا راح و إستشار المعلم و سبحان الله وجد طاولة غير محجوزة..... مش عارف احنا متى رح نبطل هذا التخلف... الأكل كان جيد، مش مستاهل كثير السعر بس ماشي الحال. من الأشياء الجيدة عندهم قلايه البندورة. طلبنا فخارة لحمة مع المشروم، فخارة صيادية، و صينية دجاج مع البطاطا. في الغالب ما راح أروح المكان مرة أخرى إلا إذا كنت مضطر أو إذا غيروا معاملتهم المتخلفة."
